Device,Pressure,Temperature,Volumetric Flow,Mass Flow,Set Point,Total,Gas,Date,Time,Elaps. Mill.
A,14.80,23.63,0.19,0.19,100.00,,iButen,02/09/2023,15:12:44.557,30501.208
A,14.80,23.63,0.19,0.19,100.00,,iButen,02/09/2023,15:12:44.870,30811.9364
A,14.80,23.63,0.20,0.20,100.00,,iButen,02/09/2023,15:12:45.182,31126.1213
A,14.80,23.63,0.17,0.17,100.00,,iButen,02/09/2023,15:12:45.495,31438.682
A,14.80,23.63,0.18,0.18,100.00,,iButen,02/09/2023,15:12:45.807,31751.2231
A,14.80,23.63,0.18,0.19,100.00,,iButen,02/09/2023,15:12:46.120,32063.2732
A,14.80,23.63,0.18,0.18,100.00,,iButen,02/09/2023,15:12:46.432,32376.2771
A,14.80,23.63,0.21,0.21,100.00,,iButen,02/09/2023,15:12:46.745,32688.9777
A,14.80,23.63,0.16,0.16,100.00,,iButen,02/09/2023,15:12:47.058,33001.3725
A,14.80,23.63,0.16,0.16,100.00,,iButen,02/09/2023,15:12:47.370,33312.4007
A,14.80,23.63,0.16,0.16,100.00,,iButen,02/09/2023,15:12:47.683,33626.4836
A,14.80,23.63,0.19,0.19,100.00,,iButen,02/09/2023,15:12:47.995,33938.8663
A,14.80,23.63,0.15,0.15,100.00,,iButen,02/09/2023,15:12:48.308,34251.5027
A,14.80,23.63,0.09,0.09,100.00,,iButen,02/09/2023,15:12:48.620,34562.7358
A,14.80,23.63,0.21,0.21,100.00,,iButen,02/09/2023,15:12:48.933,34876.5224
A,14.80,23.63,0.14,0.14,100.00,,iButen,02/09/2023,15:12:49.245,35189.0647
A,14.80,23.63,0.17,0.17,100.00,,iButen,02/09/2023,15:12:49.558,35501.8384
A,14.80,23.63,0.17,0.17,100.00,,iButen,02/09/2023,15:12:49.870,35812.4574
A,14.80,23.63,0.20,0.21,100.00,,iButen,02/09/2023,15:12:50.183,36125.0766
A,14.80,23.63,0.18,0.19,100.00,,iButen,02/09/2023,15:12:50.495,36437.7307
A,14.80,23.63,0.17,0.17,100.00,,iButen,02/09/2023,15:12:50.808,36751.7002
A,14.80,23.63,0.18,0.19,100.00,,iButen,02/09/2023,15:12:51.120,37063.3
A,14.80,23.63,0.18,0.18,100.00,,iButen,02/09/2023,15:12:51.433,37375.1323
A,14.80,23.63,0.18,0.18,100.00,,iButen,02/09/2023,15:12:51.746,37689.3584
A,14.80,23.63,0.18,0.19,100.00,,iButen,02/09/2023,15:12:52.058,38001.9407
A,14.80,23.63,0.18,0.19,100.00,,iButen,02/09/2023,15:12:52.371,38312.999
A,14.80,23.63,0.15,0.14,100.00,,iButen,02/09/2023,15:12:52.683,38626.9829
A,14.80,23.63,0.18,0.18,100.00,,iButen,02/09/2023,15:12:52.996,38938.0214
A,14.80,23.63,0.21,0.21,100.00,,iButen,02/09/2023,15:12:53.308,39252.0009
A,14.80,23.63,0.18,0.18,100.00,,iButen,02/09/2023,15:12:53.621,39562.9384
A,14.80,23.63,0.18,0.18,100.00,,iButen,02/09/2023,15:12:53.933,39877.0052
A,14.80,23.63,0.20,0.20,100.00,,iButen,02/09/2023,15:12:54.246,40189.6632
A,14.80,23.63,0.20,0.20,100.00,,iButen,02/09/2023,15:12:54.558,40501.1121
A,14.80,23.63,0.20,0.20,100.00,,iButen,02/09/2023,15:12:54.871,40814.6418
A,14.80,23.63,0.18,0.19,100.00,,iButen,02/09/2023,15:12:55.183,41127.2328
A,14.80,23.63,0.19,0.19,100.00,,iButen,02/09/2023,15:12:55.496,41440.041
A,14.80,23.63,0.21,0.21,100.00,,iButen,02/09/2023,15:12:55.809,41752.2789
A,14.80,23.63,0.17,0.18,100.00,,iButen,02/09/2023,15:12:56.121,42063.6774
A,14.80,23.63,0.11,0.11,100.00,,iButen,02/09/2023,15:12:56.434,42377.4194
A,14.80,23.63,0.12,0.12,100.00,,iButen,02/09/2023,15:12:56.746,42689.902
A,14.80,23.63,0.12,0.12,100.00,,iButen,02/09/2023,15:12:57.058,43003.2817
A,14.80,23.63,-0.34,-0.35,100.00,,iButen,02/09/2023,15:12:57.371,43314.9893
A,14.80,23.63,0.19,0.19,100.00,,iButen,02/09/2023,15:12:57.684,43626.8652
A,14.80,23.63,0.26,0.26,100.00,,iButen,02/09/2023,15:12:57.996,43940.0487
A,14.80,23.63,0.17,0.17,100.00,,iButen,02/09/2023,15:12:58.309,44252.7061
A,14.80,23.63,0.00,-0.02,100.00,,iButen,02/09/2023,15:12:58.621,44563.9542
A,14.80,23.63,0.00,0.00,100.00,,iButen,02/09/2023,15:12:58.934,44877.6591
A,14.80,23.63,-0.18,-0.18,100.00,,iButen,02/09/2023,15:12:59.246,45188.745
A,14.80,23.63,-0.18,-0.18,100.00,,iButen,02/09/2023,15:12:59.559,45503.2692
A,14.80,23.63,-0.28,-0.29,100.00,,iButen,02/09/2023,15:12:59.872,45814.1806
A,14.80,23.63,-0.26,-0.27,100.00,,iButen,02/09/2023,15:13:00.184,46128.0173
A,14.80,23.63,-0.57,-0.58,100.00,,iButen,02/09/2023,15:13:00.497,46440.3817
A,14.80,23.63,-0.56,-0.58,100.00,,iButen,02/09/2023,15:13:00.809,46751.6648
A,14.80,23.63,-0.55,-0.55,100.00,,iButen,02/09/2023,15:13:01.122,47064.6289
A,14.80,23.63,-0.62,-0.63,100.00,,iButen,02/09/2023,15:13:01.434,47378.0694
A,14.80,23.63,-0.76,-0.76,100.00,,iButen,02/09/2023,15:13:01.747,47690.6456
A,14.80,23.63,-0.76,-0.77,100.00,,iButen,02/09/2023,15:13:02.059,48003.9619
A,14.80,23.63,-0.88,-0.89,100.00,,iButen,02/09/2023,15:13:02.372,48315.7351
A,14.80,23.63,-0.93,-0.95,100.00,,iButen,02/09/2023,15:13:02.684,48628.1719
A,14.80,23.63,-0.93,-0.95,100.00,,iButen,02/09/2023,15:13:02.997,48940.7734
A,14.80,23.63,-0.98,-1.00,100.00,,iButen,02/09/2023,15:13:03.309,49253.0711
A,14.80,23.63,-1.09,-1.10,100.00,,iButen,02/09/2023,15:13:03.622,49566.0644
A,14.80,23.63,-1.17,-1.19,100.00,,iButen,02/09/2023,15:13:03.935,49877.1801
A,14.80,23.63,-1.21,-1.22,100.00,,iButen,02/09/2023,15:13:04.247,50190.8306
A,14.80,23.63,-1.27,-1.29,100.00,,iButen,02/09/2023,15:13:04.560,50503.4453
A,14.80,23.63,-1.40,-1.42,100.00,,iButen,02/09/2023,15:13:04.872,50815.9122
A,14.80,23.63,-1.39,-1.41,100.00,,iButen,02/09/2023,15:13:05.185,51128.4214
A,14.80,23.63,-1.48,-1.50,100.00,,iButen,02/09/2023,15:13:05.497,51441.013
A,14.80,23.63,-1.48,-1.50,100.00,,iButen,02/09/2023,15:13:05.810,51751.9298
A,14.80,23.63,-1.54,-1.56,100.00,,iButen,02/09/2023,15:13:06.122,52065.9234
A,14.80,23.63,-1.59,-1.61,100.00,,iButen,02/09/2023,15:13:06.435,52378.6123
A,14.80,23.63,-1.67,-1.69,100.00,,iButen,02/09/2023,15:13:06.747,52691.1008
A,14.80,23.63,-1.72,-1.74,100.00,,iButen,02/09/2023,15:13:07.060,53002.0561
A,14.80,23.63,-1.77,-1.79,100.00,,iButen,02/09/2023,15:13:07.373,53314.9361
A,14.80,23.63,-1.86,-1.88,100.00,,iButen,02/09/2023,15:13:07.685,53628.7722
A,14.80,23.63,-1.87,-1.89,100.00,,iButen,02/09/2023,15:13:07.998,53941.2716
A,14.80,23.63,-1.87,-1.89,100.00,,iButen,02/09/2023,15:13:08.310,54252.2046
A,14.80,23.63,-2.00,-2.02,100.00,,iButen,02/09/2023,15:13:08.623,54565.2499
A,14.80,23.63,-2.04,-2.06,100.00,,iButen,02/09/2023,15:13:08.935,54878.8604
A,14.80,23.63,-2.11,-2.13,100.00,,iButen,02/09/2023,15:13:09.248,55191.4315
A,14.80,23.63,-2.12,-2.15,100.00,,iButen,02/09/2023,15:13:09.560,55504.042
A,14.80,23.63,-2.08,-2.10,100.00,,iButen,02/09/2023,15:13:09.873,55816.4521
A,14.80,23.63,-1.91,-1.94,100.00,,iButen,02/09/2023,15:13:10.185,56129.0035
A,14.80,23.63,-1.35,-1.36,100.00,,iButen,02/09/2023,15:13:10.498,56441.5482
A,14.80,23.63,-1.35,-1.36,100.00,,iButen,02/09/2023,15:13:10.810,56752.638
A,14.80,23.63,0.24,0.25,100.00,,iButen,02/09/2023,15:13:11.123,57066.0231
A,14.80,23.63,0.15,0.15,100.00,,iButen,02/09/2023,15:13:11.436,57379.1637
A,14.80,23.63,-0.84,-0.85,100.00,,iButen,02/09/2023,15:13:11.748,57691.6994
A,14.80,23.63,-1.50,-1.52,100.00,,iButen,02/09/2023,15:13:12.061,58004.1011
A,14.80,23.63,-1.96,-1.99,100.00,,iButen,02/09/2023,15:13:12.373,58316.278
A,14.80,23.63,-1.91,-1.93,100.00,,iButen,02/09/2023,15:13:12.686,58629.3152
A,14.80,23.63,-2.36,-2.39,100.00,,iButen,02/09/2023,15:13:12.998,58941.905
A,14.80,23.63,-2.36,-2.39,100.00,,iButen,02/09/2023,15:13:13.311,59254.3938
A,14.80,23.63,-2.23,-2.26,100.00,,iButen,02/09/2023,15:13:13.623,59565.6255
A,14.80,23.63,-2.05,-2.07,100.00,,iButen,02/09/2023,15:13:13.936,59879.4487
A,14.80,23.63,-2.16,-2.19,100.00,,iButen,02/09/2023,15:13:14.248,60191.9621
A,14.80,23.63,-2.22,-2.25,100.00,,iButen,02/09/2023,15:13:14.561,60503.2659
A,14.80,23.63,-1.82,-1.85,100.00,,iButen,02/09/2023,15:13:14.873,60817.0759
A,14.80,23.63,-2.16,-2.19,100.00,,iButen,02/09/2023,15:13:15.186,61129.4139
A,14.80,23.63,-2.16,-2.19,100.00,,iButen,02/09/2023,15:13:15.498,61442.0989
A,14.80,23.63,-2.24,-2.27,100.00,,iButen,02/09/2023,15:13:15.811,61754.9066
A,14.80,23.63,-2.07,-2.10,100.00,,iButen,02/09/2023,15:13:16.124,62066.0072
A,14.80,23.63,-2.30,-2.33,100.00,,iButen,02/09/2023,15:13:16.436,62379.6691
A,14.80,23.63,-2.34,-2.36,100.00,,iButen,02/09/2023,15:13:16.749,62692.2531
A,14.80,23.63,-2.25,-2.28,100.00,,iButen,02/09/2023,15:13:17.061,63004.7933
A,14.80,23.63,-2.14,-2.16,100.00,,iButen,02/09/2023,15:13:17.374,63317.3426
A,14.80,23.63,-2.25,-2.28,100.00,,iButen,02/09/2023,15:13:17.686,63629.8212
A,14.80,23.63,-2.25,-2.28,100.00,,iButen,02/09/2023,15:13:17.999,63942.045
A,14.80,23.63,-2.43,-2.46,100.00,,iButen,02/09/2023,15:13:18.311,64254.7985
A,14.80,23.63,-2.58,-2.61,100.00,,iButen,02/09/2023,15:13:18.624,64566.0876
A,14.80,23.63,-2.39,-2.42,100.00,,iButen,02/09/2023,15:13:18.936,64880.0133
A,14.80,23.63,-2.43,-2.46,100.00,,iButen,02/09/2023,15:13:19.249,65192.4486
A,14.80,23.63,-2.66,-2.69,100.00,,iButen,02/09/2023,15:13:19.561,65505.115
A,14.80,23.63,-2.63,-2.66,100.00,,iButen,02/09/2023,15:13:19.874,65817.7922
A,14.80,23.63,-2.68,-2.71,100.00,,iButen,02/09/2023,15:13:20.187,66128.8021
A,14.80,23.63,-2.68,-2.71,100.00,,iButen,02/09/2023,15:13:20.499,66441.0281
A,14.80,23.63,-2.42,-2.45,100.00,,iButen,02/09/2023,15:13:20.812,66754.6469
A,14.80,23.63,-2.43,-2.46,100.00,,iButen,02/09/2023,15:13:21.124,67066.6565
A,14.80,23.63,-2.26,-2.28,100.00,,iButen,02/09/2023,15:13:21.437,67380.2649
A,14.80,23.63,-2.39,-2.42,100.00,,iButen,02/09/2023,15:13:21.749,67691.1826
A,14.80,23.63,-2.15,-2.18,100.00,,iButen,02/09/2023,15:13:22.062,68005.309
A,14.80,23.63,-2.29,-2.32,100.00,,iButen,02/09/2023,15:13:22.374,68317.9011
A,14.80,23.63,-2.26,-2.29,100.00,,iButen,02/09/2023,15:13:22.687,68630.3353
A,14.80,23.63,-2.26,-2.29,100.00,,iButen,02/09/2023,15:13:22.999,68942.935
A,14.80,23.63,-2.43,-2.45,100.00,,iButen,02/09/2023,15:13:23.312,69254.9127
A,14.80,23.63,-2.28,-2.30,100.00,,iButen,02/09/2023,15:13:23.624,69567.3493
A,14.80,23.63,-2.35,-2.38,100.00,,iButen,02/09/2023,15:13:23.937,69880.5253
A,14.80,23.63,-2.35,-2.38,100.00,,iButen,02/09/2023,15:13:24.249,70191.403
A,14.80,23.63,-1.98,-2.00,100.00,,iButen,02/09/2023,15:13:24.562,70505.6868
A,14.80,23.63,-1.82,-1.85,100.00,,iButen,02/09/2023,15:13:24.875,70817.5801
A,14.80,23.63,-1.82,-1.84,100.00,,iButen,02/09/2023,15:13:25.187,71130.9691
A,14.80,23.63,-1.27,-1.28,100.00,,iButen,02/09/2023,15:13:25.500,71443.4564
A,14.80,23.63,-1.36,-1.38,100.00,,iButen,02/09/2023,15:13:25.813,71756.0387
A,14.80,23.63,-1.37,-1.38,100.00,,iButen,02/09/2023,15:13:26.125,72067.411
A,14.80,23.63,-1.61,-1.63,100.00,,iButen,02/09/2023,15:13:26.438,72381.1339
A,14.80,23.63,-1.51,-1.52,100.00,,iButen,02/09/2023,15:13:26.750,72692.2276
A,14.80,23.63,-1.51,-1.52,100.00,,iButen,02/09/2023,15:13:27.063,73006.6695
A,14.80,23.63,-1.49,-1.51,100.00,,iButen,02/09/2023,15:13:27.375,73318.7112
A,14.80,23.63,-1.57,-1.59,100.00,,iButen,02/09/2023,15:13:27.688,73631.5173
A,14.80,23.63,-1.53,-1.54,100.00,,iButen,02/09/2023,15:13:28.000,73942.5101
A,14.80,23.63,-1.45,-1.46,100.00,,iButen,02/09/2023,15:13:28.313,74256.6888
A,14.80,23.63,-1.32,-1.34,100.00,,iButen,02/09/2023,15:13:28.625,74567.6479
A,14.80,23.63,-1.45,-1.46,100.00,,iButen,02/09/2023,15:13:28.938,74881.8053
A,14.80,23.63,-1.49,-1.51,100.00,,iButen,02/09/2023,15:13:29.251,75193.2385
A,14.80,23.63,-1.63,-1.65,100.00,,iButen,02/09/2023,15:13:29.563,75506.9106
A,14.80,23.63,-1.69,-1.71,100.00,,iButen,02/09/2023,15:13:29.876,75819.3898
A,14.80,23.63,-1.69,-1.71,100.00,,iButen,02/09/2023,15:13:30.188,76130.4857
A,14.80,23.63,-1.64,-1.66,100.00,,iButen,02/09/2023,15:13:30.501,76444.4354
A,14.80,23.63,-1.58,-1.61,100.00,,iButen,02/09/2023,15:13:30.813,76756.9738
A,14.80,23.63,-1.58,-1.60,100.00,,iButen,02/09/2023,15:13:31.126,77068.1661
A,14.80,23.63,-1.23,-1.25,100.00,,iButen,02/09/2023,15:13:31.439,77382.0272
A,14.80,23.63,-0.93,-0.94,100.00,,iButen,02/09/2023,15:13:31.751,77693.0067
A,14.80,23.63,-1.05,-1.07,100.00,,iButen,02/09/2023,15:13:32.064,78007.741
A,14.80,23.63,-0.98,-0.99,100.00,,iButen,02/09/2023,15:13:32.376,78319.6862
A,14.80,23.63,-0.98,-0.99,100.00,,iButen,02/09/2023,15:13:32.689,78631.2403
A,14.80,23.63,-0.95,-0.96,100.00,,iButen,02/09/2023,15:13:33.001,78944.7396
A,14.80,23.63,-0.84,-0.86,100.00,,iButen,02/09/2023,15:13:33.314,79255.8865
A,14.80,23.63,-0.90,-0.91,100.00,,iButen,02/09/2023,15:13:33.626,79568.3829
A,14.80,23.63,-0.93,-0.94,100.00,,iButen,02/09/2023,15:13:33.939,79882.1165
A,14.80,23.63,-0.82,-0.83,100.00,,iButen,02/09/2023,15:13:34.251,80193.81
A,14.80,23.63,-1.01,-1.02,100.00,,iButen,02/09/2023,15:13:34.564,80507.7561
A,14.80,23.63,-0.90,-0.91,100.00,,iButen,02/09/2023,15:13:34.876,80818.7222
A,14.80,23.63,-0.90,-0.91,100.00,,iButen,02/09/2023,15:13:35.189,81132.4447
A,14.80,23.63,-0.80,-0.81,100.00,,iButen,02/09/2023,15:13:35.501,81443.674
A,14.80,23.63,-0.79,-0.79,100.00,,iButen,02/09/2023,15:13:35.814,81757.5194
A,14.80,23.63,-0.76,-0.77,100.00,,iButen,02/09/2023,15:13:36.126,82069.3076
A,14.80,23.63,-0.80,-0.82,100.00,,iButen,02/09/2023,15:13:36.439,82381.5518
A,14.80,23.63,-0.98,-1.00,100.00,,iButen,02/09/2023,15:13:36.752,82694.5586
A,14.80,23.63,-0.83,-0.84,100.00,,iButen,02/09/2023,15:13:37.064,83008.0991
A,14.80,23.63,-0.81,-0.82,100.00,,iButen,02/09/2023,15:13:37.376,83319.862
A,14.80,23.63,-0.81,-0.82,100.00,,iButen,02/09/2023,15:13:37.689,83632.7198
A,14.80,23.63,-0.90,-0.91,100.00,,iButen,02/09/2023,15:13:38.002,83944.0572
A,14.80,23.63,-0.89,-0.90,100.00,,iButen,02/09/2023,15:13:38.314,84257.7606
A,14.80,23.63,-0.90,-0.91,100.00,,iButen,02/09/2023,15:13:38.627,84570.2854
A,14.80,23.63,-0.80,-0.80,100.00,,iButen,02/09/2023,15:13:38.939,84882.8377
A,14.80,23.63,-0.85,-0.86,100.00,,iButen,02/09/2023,15:13:39.252,85195.3064
A,14.80,23.63,-0.93,-0.94,100.00,,iButen,02/09/2023,15:13:39.564,85506.8271
A,14.80,23.63,-0.89,-0.90,100.00,,iButen,02/09/2023,15:13:39.877,85820.4931
A,14.80,23.63,-0.89,-0.90,100.00,,iButen,02/09/2023,15:13:40.189,86131.3666
A,14.80,23.63,-0.93,-0.94,100.00,,iButen,02/09/2023,15:13:40.502,86445.5177
A,14.80,23.63,-1.10,-1.11,100.00,,iButen,02/09/2023,15:13:40.815,86758.0489
A,14.80,23.63,-0.90,-0.91,100.00,,iButen,02/09/2023,15:13:41.127,87069.1802
A,14.80,23.63,-0.93,-0.94,100.00,,iButen,02/09/2023,15:13:41.440,87383.1233
A,14.80,23.63,-0.62,-0.62,100.00,,iButen,02/09/2023,15:13:41.752,87695.6403
A,14.80,23.63,-0.44,-0.45,100.00,,iButen,02/09/2023,15:13:42.065,88008.2722
A,14.80,23.63,-0.59,-0.59,100.00,,iButen,02/09/2023,15:13:42.378,88321.0278
A,14.80,23.63,-0.59,-0.59,100.00,,iButen,02/09/2023,15:13:42.690,88631.91
