Device,Pressure,Temperature,Volumetric Flow,Mass Flow,Set Point,Total,Gas,Date,Time,Elaps. Mill.
A,14.80,23.98,0.26,0.26,100.00,,iButen,02/09/2023,16:25:54.962,14978.821
A,14.80,23.98,0.26,0.27,100.00,,iButen,02/09/2023,16:25:55.275,15291.613
A,14.80,23.98,0.25,0.25,100.00,,iButen,02/09/2023,16:25:55.588,15606.4122
A,14.80,23.98,0.24,0.24,100.00,,iButen,02/09/2023,16:25:55.900,15916.9909
A,14.80,23.98,0.28,0.29,100.00,,iButen,02/09/2023,16:25:56.213,16228.4873
A,14.80,23.98,0.28,0.29,100.00,,iButen,02/09/2023,16:25:56.525,16541.8865
A,14.80,23.98,0.27,0.27,100.00,,iButen,02/09/2023,16:25:56.838,16854.613
A,14.80,23.98,0.24,0.24,100.00,,iButen,02/09/2023,16:25:57.151,17167.451
A,14.80,23.98,0.23,0.23,100.00,,iButen,02/09/2023,16:25:57.463,17480.0107
A,14.80,23.98,0.21,0.22,100.00,,iButen,02/09/2023,16:25:57.776,17792.2126
A,14.80,23.98,0.22,0.23,100.00,,iButen,02/09/2023,16:25:58.089,18106.7789
A,14.80,23.98,0.27,0.28,100.00,,iButen,02/09/2023,16:25:58.401,18417.9405
A,14.80,23.98,0.23,0.24,100.00,,iButen,02/09/2023,16:25:58.714,18729.8113
A,14.80,23.98,0.23,0.24,100.00,,iButen,02/09/2023,16:25:59.026,19041.8683
A,14.80,23.98,0.25,0.25,100.00,,iButen,02/09/2023,16:25:59.339,19355.3698
A,14.80,23.98,0.26,0.26,100.00,,iButen,02/09/2023,16:25:59.652,19668.0283
A,14.80,23.98,0.27,0.27,100.00,,iButen,02/09/2023,16:25:59.964,19980.7149
A,14.80,23.98,0.27,0.28,100.00,,iButen,02/09/2023,16:26:00.277,20292.3444
A,14.80,23.98,0.24,0.24,100.00,,iButen,02/09/2023,16:26:00.589,20606.0131
A,14.80,23.98,0.27,0.27,100.00,,iButen,02/09/2023,16:26:00.902,20918.0831
A,14.80,23.98,0.27,0.27,100.00,,iButen,02/09/2023,16:26:01.214,21230.7011
A,14.80,23.98,0.24,0.24,100.00,,iButen,02/09/2023,16:26:01.527,21543.7107
A,14.80,23.98,0.27,0.27,100.00,,iButen,02/09/2023,16:26:01.839,21855.8086
A,14.80,23.98,0.26,0.26,100.00,,iButen,02/09/2023,16:26:02.152,22168.3443
A,14.80,23.97,0.26,0.27,100.00,,iButen,02/09/2023,16:26:02.464,22479.4684
A,14.80,23.97,0.25,0.25,100.00,,iButen,02/09/2023,16:26:02.777,22792.9334
A,14.80,23.97,0.25,0.25,100.00,,iButen,02/09/2023,16:26:03.089,23106.3366
A,14.80,23.97,0.27,0.27,100.00,,iButen,02/09/2023,16:26:03.402,23418.3095
A,14.80,23.97,0.25,0.25,100.00,,iButen,02/09/2023,16:26:03.714,23731.0522
A,14.80,23.97,0.26,0.27,100.00,,iButen,02/09/2023,16:26:04.027,24042.5402
A,14.80,23.97,0.25,0.25,100.00,,iButen,02/09/2023,16:26:04.340,24356.0804
A,14.80,23.97,0.23,0.23,100.00,,iButen,02/09/2023,16:26:04.652,24667.4169
A,14.80,23.97,0.28,0.28,100.00,,iButen,02/09/2023,16:26:04.965,24980.0022
A,14.80,23.97,0.29,0.30,100.00,,iButen,02/09/2023,16:26:05.277,25292.9126
A,14.80,23.97,0.28,0.29,100.00,,iButen,02/09/2023,16:26:05.590,25608.5785
A,14.80,23.97,0.28,0.29,100.00,,iButen,02/09/2023,16:26:05.902,25918.916
A,14.80,23.97,0.26,0.27,100.00,,iButen,02/09/2023,16:26:06.215,26230.2369
A,14.80,23.97,0.23,0.24,100.00,,iButen,02/09/2023,16:26:06.528,26543.1545
A,14.80,23.97,0.27,0.27,100.00,,iButen,02/09/2023,16:26:06.840,26856.6277
A,14.80,23.97,0.27,0.27,100.00,,iButen,02/09/2023,16:26:07.153,27169.1634
A,14.80,23.97,0.24,0.25,100.00,,iButen,02/09/2023,16:26:07.465,27481.7168
A,14.80,23.97,0.23,0.24,100.00,,iButen,02/09/2023,16:26:07.778,27792.9211
A,14.80,23.97,0.26,0.27,100.00,,iButen,02/09/2023,16:26:08.090,28108.3095
A,14.80,23.97,0.26,0.27,100.00,,iButen,02/09/2023,16:26:08.403,28419.3551
A,14.80,23.97,0.25,0.25,100.00,,iButen,02/09/2023,16:26:08.715,28731.8996
A,14.80,23.97,0.46,0.46,100.00,,iButen,02/09/2023,16:26:09.028,29043.331
A,14.80,23.97,0.33,0.34,100.00,,iButen,02/09/2023,16:26:09.340,29355.6279
A,14.80,23.97,0.29,0.29,100.00,,iButen,02/09/2023,16:26:09.653,29669.4303
A,14.80,23.97,0.29,0.29,100.00,,iButen,02/09/2023,16:26:09.966,29982.1094
A,14.80,23.97,0.22,0.22,100.00,,iButen,02/09/2023,16:26:10.278,30293.6592
A,14.80,23.97,0.20,0.21,100.00,,iButen,02/09/2023,16:26:10.591,30609.3252
A,14.80,23.97,0.26,0.26,100.00,,iButen,02/09/2023,16:26:10.904,30919.4803
A,14.80,23.97,0.26,0.26,100.00,,iButen,02/09/2023,16:26:11.216,31232.0929
A,14.80,23.97,0.27,0.27,100.00,,iButen,02/09/2023,16:26:11.529,31544.9859
A,14.80,23.97,0.26,0.26,100.00,,iButen,02/09/2023,16:26:11.842,31858.2145
A,14.80,23.97,0.25,0.25,100.00,,iButen,02/09/2023,16:26:12.154,32170.6582
A,14.80,23.97,0.30,0.30,100.00,,iButen,02/09/2023,16:26:12.467,32482.1101
A,14.80,23.97,0.31,0.31,100.00,,iButen,02/09/2023,16:26:12.779,32795.8152
A,14.80,23.97,0.21,0.22,100.00,,iButen,02/09/2023,16:26:13.092,33108.7458
A,14.80,23.97,0.39,0.32,100.00,,iButen,02/09/2023,16:26:13.404,33419.6956
A,14.80,23.97,6.23,6.30,100.00,,iButen,02/09/2023,16:26:13.717,33733.3668
A,14.80,23.97,6.23,6.30,100.00,,iButen,02/09/2023,16:26:14.029,34044.7147
A,14.80,23.97,9.82,9.93,100.00,,iButen,02/09/2023,16:26:14.342,34358.3961
A,14.80,23.97,13.86,14.00,100.00,,iButen,02/09/2023,16:26:14.655,34670.979
A,14.80,23.97,17.32,17.53,100.00,,iButen,02/09/2023,16:26:14.967,34983.4552
A,14.80,23.97,23.40,23.67,100.00,,iButen,02/09/2023,16:26:15.280,35295.1586
A,14.80,23.97,24.16,24.41,100.00,,iButen,02/09/2023,16:26:15.592,35609.4863
A,14.79,23.97,27.25,27.53,100.00,,iButen,02/09/2023,16:26:15.905,35921.4526
A,14.79,23.97,27.25,27.53,100.00,,iButen,02/09/2023,16:26:16.218,36233.9829
A,14.79,23.97,29.62,29.92,100.00,,iButen,02/09/2023,16:26:16.530,36545.5342
A,14.79,23.97,31.38,31.70,100.00,,iButen,02/09/2023,16:26:16.843,36859.0501
A,14.79,23.97,34.46,34.83,100.00,,iButen,02/09/2023,16:26:17.155,37171.5097
A,14.79,23.97,37.48,37.86,100.00,,iButen,02/09/2023,16:26:17.468,37484.174
A,14.79,23.97,39.80,40.22,100.00,,iButen,02/09/2023,16:26:17.780,37795.7404
A,14.79,23.97,49.70,50.19,100.00,,iButen,02/09/2023,16:26:18.093,38110.6057
A,14.79,23.97,51.05,51.56,100.00,,iButen,02/09/2023,16:26:18.405,38421.7358
A,14.79,23.97,56.84,57.40,100.00,,iButen,02/09/2023,16:26:18.718,38734.1645
A,14.79,23.97,56.84,57.40,100.00,,iButen,02/09/2023,16:26:19.030,39045.7312
A,14.79,23.97,58.99,59.59,100.00,,iButen,02/09/2023,16:26:19.343,39357.9601
A,14.79,23.97,65.26,65.91,100.00,,iButen,02/09/2023,16:26:19.656,39672.0027
A,14.79,23.97,65.97,66.61,100.00,,iButen,02/09/2023,16:26:19.968,39984.9774
A,14.79,23.97,68.94,69.64,100.00,,iButen,02/09/2023,16:26:20.281,40297.0801
A,14.79,23.97,71.18,71.88,100.00,,iButen,02/09/2023,16:26:20.593,40609.9496
A,14.79,23.97,73.23,73.96,100.00,,iButen,02/09/2023,16:26:20.906,40921.1867
A,14.79,23.97,73.23,73.96,100.00,,iButen,02/09/2023,16:26:21.218,41233.1064
A,14.79,23.97,78.03,78.80,100.00,,iButen,02/09/2023,16:26:21.531,41546.2082
A,14.79,23.97,82.54,83.37,100.00,,iButen,02/09/2023,16:26:21.843,41859.8021
A,14.79,23.97,87.09,87.95,100.00,,iButen,02/09/2023,16:26:22.156,42172.2817
A,14.79,23.97,89.23,90.11,100.00,,iButen,02/09/2023,16:26:22.468,42483.2654
A,14.79,23.97,93.83,94.72,100.00,,iButen,02/09/2023,16:26:22.781,42797.4189
A,14.79,23.97,95.81,96.73,100.00,,iButen,02/09/2023,16:26:23.094,43110.3064
A,14.78,23.97,97.13,98.08,100.00,,iButen,02/09/2023,16:26:23.406,43422.4954
A,14.78,23.97,97.13,98.08,100.00,,iButen,02/09/2023,16:26:23.719,43733.9193
A,14.78,23.97,99.41,100.38,100.00,,iButen,02/09/2023,16:26:24.032,44047.007
A,14.78,23.97,100.00,100.95,100.00,,iButen,02/09/2023,16:26:24.344,44360.3816
A,14.78,23.97,102.00,102.98,100.00,,iButen,02/09/2023,16:26:24.657,44673.2911
A,14.78,23.97,103.98,104.99,100.00,,iButen,02/09/2023,16:26:24.969,44984.5501
A,14.78,23.97,104.71,105.68,100.00,,iButen,02/09/2023,16:26:25.282,45296.8084
A,14.78,23.97,107.22,108.22,100.00,,iButen,02/09/2023,16:26:25.594,45609.3904
A,14.78,23.97,105.43,106.43,100.00,,iButen,02/09/2023,16:26:25.907,45921.8606
A,14.78,23.97,105.43,106.43,100.00,,iButen,02/09/2023,16:26:26.219,46234.4441
A,14.78,23.97,106.28,107.29,100.00,,iButen,02/09/2023,16:26:26.532,46547.8046
A,14.78,23.97,109.71,110.77,100.00,,iButen,02/09/2023,16:26:26.844,46859.5717
A,14.78,23.97,111.06,112.11,100.00,,iButen,02/09/2023,16:26:27.157,47171.9818
A,14.78,23.97,110.14,111.17,100.00,,iButen,02/09/2023,16:26:27.470,47484.7795
A,14.78,23.97,112.36,113.41,100.00,,iButen,02/09/2023,16:26:27.782,47797.1436
A,14.78,23.97,114.56,115.64,100.00,,iButen,02/09/2023,16:26:28.095,48109.9804
A,14.78,23.97,114.47,115.55,100.00,,iButen,02/09/2023,16:26:28.407,48423.4872
A,14.78,23.97,114.47,115.55,100.00,,iButen,02/09/2023,16:26:28.720,48734.7757
A,14.78,23.97,118.24,119.35,100.00,,iButen,02/09/2023,16:26:29.032,49047.7813
A,14.78,23.97,117.93,119.04,100.00,,iButen,02/09/2023,16:26:29.345,49361.2665
A,14.78,23.97,119.21,120.33,100.00,,iButen,02/09/2023,16:26:29.657,49673.8812
A,14.78,23.97,121.02,122.16,100.00,,iButen,02/09/2023,16:26:29.970,49985.0987
A,14.78,23.97,121.34,122.51,100.00,,iButen,02/09/2023,16:26:30.283,50299.2164
A,14.78,23.97,121.34,122.51,100.00,,iButen,02/09/2023,16:26:30.595,50611.6533
A,14.78,23.97,123.41,124.57,100.00,,iButen,02/09/2023,16:26:30.908,50924.335
A,14.78,23.97,124.43,125.60,100.00,,iButen,02/09/2023,16:26:31.220,51236.3031
A,14.78,23.97,123.75,124.90,100.00,,iButen,02/09/2023,16:26:31.533,51549.7168
A,14.78,23.97,122.60,123.74,100.00,,iButen,02/09/2023,16:26:31.846,51861.9439
A,14.78,23.97,124.12,125.29,100.00,,iButen,02/09/2023,16:26:32.158,52174.406
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:32.471,52485.6022
A,14.78,23.97,126.98,127.98,100.00,,iButen,02/09/2023,16:26:32.783,52799.5699
A,14.78,23.97,126.98,127.98,100.00,,iButen,02/09/2023,16:26:33.095,53111.8436
A,14.78,23.97,126.39,127.57,100.00,,iButen,02/09/2023,16:26:33.408,53424.6645
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:33.721,53737.0247
A,14.78,23.97,127.45,128.00,100.00,,iButen,02/09/2023,16:26:34.033,54048.284
A,14.78,23.97,127.99,128.00,100.00,,iButen,02/09/2023,16:26:34.346,54362.2205
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:34.658,54674.7904
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:34.971,54986.0846
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:35.283,55299.7957
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:35.596,55611.8879
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:35.909,55924.9287
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:36.221,56237.4151
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:36.534,56548.633
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:36.846,56862.1825
A,14.78,23.97,127.95,128.00,100.00,,iButen,02/09/2023,16:26:37.159,57175.3732
A,14.78,23.97,127.95,128.00,100.00,,iButen,02/09/2023,16:26:37.471,57486.3705
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:37.784,57800.0474
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:38.096,58111.2111
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:38.409,58425.1467
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:38.721,58737.433
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:39.034,59048.9712
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:39.346,59362.7298
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:39.659,59676.2017
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:39.972,59987.6551
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:40.300,60315.903
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:40.612,60628.7025
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:40.925,60940.9606
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:41.237,61253.5179
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:41.550,61565.1216
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:41.862,61878.6182
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:42.175,62190.3432
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:42.487,62503.8975
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:42.800,62816.3022
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:43.112,63130.0085
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:43.425,63439.9968
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:43.738,63753.8216
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:44.050,64065.1076
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:44.363,64378.9056
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:44.675,64689.892
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:44.988,65003.9598
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:45.300,65316.5256
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:45.613,65627.9994
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:45.925,65939.9742
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:46.238,66254.1099
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:46.550,66565.3253
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:46.863,66877.5674
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:47.175,67190.4721
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:47.488,67504.2821
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:47.801,67816.8307
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:48.113,68130.7429
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:48.426,68441.8631
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:48.738,68754.4135
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:49.051,69066.0403
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:49.363,69379.3689
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:49.676,69690.9422
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:49.988,70004.4607
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:50.301,70317.2464
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:50.614,70630.765
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:50.926,70941.0745
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:51.239,71255.1994
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:51.552,71568.6386
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:51.864,71880.2518
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:52.176,72191.2756
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:52.489,72505.3452
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:52.802,72818.2546
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:53.114,73132.2338
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:53.427,73442.9267
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:53.739,73754.9925
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:54.052,74067.8094
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:54.365,74380.8121
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:54.677,74693.4205
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:54.989,75004.3985
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:55.302,75317.5517
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:55.615,75632.6913
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:55.927,75942.4128
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:56.240,76255.9274
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:56.552,76567.51
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:56.865,76880.9624
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:57.177,77193.1349
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:57.490,77506.2204
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:57.803,77819.0863
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:58.115,78132.6569
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:58.428,78443.8666
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:58.740,78756.667
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:59.053,79068.2057
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:59.366,79381.7766
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:59.678,79694.3399
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:26:59.991,80006.8164
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:00.303,80317.9666
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:00.615,80631.8563
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:00.928,80942.9073
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:01.241,81257.1203
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:01.553,81568.4601
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:01.866,81880.8963
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:02.179,82194.8001
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:02.491,82507.3202
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:02.804,82819.8727
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:03.116,83130.7281
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:03.429,83444.9131
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:03.741,83757.4068
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:04.054,84068.6922
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:04.366,84382.4433
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:04.679,84694.9448
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:04.991,85007.6003
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:05.304,85319.9855
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:05.616,85631.7286
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:05.929,85944.9716
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:06.242,86257.7125
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:06.554,86569.3621
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:06.867,86881.5411
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:07.179,87193.9894
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:07.492,87507.8706
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:07.804,87820.3715
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:08.117,88133.8723
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:08.429,88443.8218
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:08.742,88758.1135
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:09.054,89069.7505
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:09.367,89381.6945
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:09.680,89695.6482
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:09.992,90006.8146
A,14.78,23.97,128.00,128.00,100.00,,iButen,02/09/2023,16:27:10.305,90321.5035
